2026-05-07 15:32:07.098 INFO  [restartedMain] c.e.p.ProductServiceApplication - Starting ProductServiceApplication using Java 21.0.10 with PID 6444 (/Users/nikitasuryawanshi/Projects/Order and Inventory Management System/Ecommerce/Ecom_Backend/product-service/target/classes started by nikitasuryawanshi in /Users/nikitasuryawanshi/Projects/Order and Inventory Management System/Ecommerce/Ecom_Backend/product-service)
2026-05-07 15:32:07.101 INFO  [restartedMain] c.e.p.ProductServiceApplication - No active profile set, falling back to 1 default profile: "default"
2026-05-07 15:32:07.118 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2026-05-07 15:32:07.118 INFO  [restartedMain] o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2026-05-07 15:32:07.391 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-05-07 15:32:07.408 INFO  [restartedMain] o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 14 ms. Found 3 JPA repository interfaces.
2026-05-07 15:32:07.558 INFO  [restartedMain] o.s.b.w.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 4000 (http)
2026-05-07 15:32:07.562 INFO  [restartedMain] o.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-4000"]
2026-05-07 15:32:07.563 INFO  [restartedMain] o.apache.catalina.core.StandardService - Starting service [Tomcat]
2026-05-07 15:32:07.564 INFO  [restartedMain] org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.53]
2026-05-07 15:32:07.575 INFO  [restartedMain] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2026-05-07 15:32:07.576 INFO  [restartedMain] o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 457 ms
2026-05-07 15:32:07.637 INFO  [restartedMain] o.hibernate.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2026-05-07 15:32:07.660 INFO  [restartedMain] org.hibernate.Version - HHH000412: Hibernate ORM core version 6.6.45.Final
2026-05-07 15:32:07.672 INFO  [restartedMain] o.h.c.internal.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2026-05-07 15:32:07.762 INFO  [restartedMain] o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2026-05-07 15:32:07.772 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2026-05-07 15:32:07.826 INFO  [restartedMain] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@4d027acc
2026-05-07 15:32:07.826 INFO  [restartedMain] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2026-05-07 15:32:07.849 INFO  [restartedMain] org.hibernate.orm.connections.pooling - HHH10001005: Database info:
	Database JDBC URL [Connecting through datasource 'HikariDataSource (HikariPool-1)']
	Database driver: undefined/unknown
	Database version: 17.5
	Autocommit mode: undefined/unknown
	Isolation level: undefined/unknown
	Minimum pool size: undefined/unknown
	Maximum pool size: undefined/unknown
2026-05-07 15:32:08.166 INFO  [restartedMain] o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-05-07 15:32:08.199 INFO  [restartedMain] o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-05-07 15:32:08.277 INFO  [restartedMain] o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2026-05-07 15:32:08.660 INFO  [restartedMain] o.s.v.b.OptionalValidatorFactoryBean - Failed to set up a Bean Validation provider: jakarta.validation.NoProviderFoundException: Unable to create a Configuration, because no Jakarta Bean Validation provider could be found. Add a provider like Hibernate Validator (RI) to your classpath.
2026-05-07 15:32:08.786 INFO  [restartedMain] o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2026-05-07 15:32:08.792 INFO  [restartedMain] o.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-4000"]
2026-05-07 15:32:08.800 INFO  [restartedMain] o.s.b.w.embedded.tomcat.TomcatWebServer - Tomcat started on port 4000 (http) with context path '/'
2026-05-07 15:32:08.804 INFO  [restartedMain] c.e.p.ProductServiceApplication - Started ProductServiceApplication in 1.916 seconds (process running for 2.17)
2026-05-07 15:32:11.550 INFO  [http-nio-4000-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-05-07 15:32:11.550 INFO  [http-nio-4000-exec-1] o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2026-05-07 15:32:11.550 INFO  [http-nio-4000-exec-1] o.s.web.servlet.DispatcherServlet - Completed initialization in 0 ms
2026-05-07 15:32:11.632 INFO  [http-nio-4000-exec-1] c.e.productservice.service.ProductQuery - ProductDetailsDto(id=660e8400-e29b-41d4-a716-446655440020, productName=Lightning to USB-C Cable, categoryName=Cables, categoryId=550e8400-e29b-41d4-a716-446655440005, price=799.00, comparePrice=999.00, availableStock=90, createdAt=2026-03-23T16:17:28.391757, status=ACTIVE, productImageUrl=https://img.stockflow.in/prod/lightning-cable.jpg)
2026-05-07 15:32:11.633 INFO  [http-nio-4000-exec-1] c.e.productservice.service.ProductQuery - ProductDetailsDto(id=660e8400-e29b-41d4-a716-446655440014, productName=Cable Organizer Kit, categoryName=Accessories, categoryId=550e8400-e29b-41d4-a716-446655440003, price=249.00, comparePrice=null, availableStock=120, createdAt=2026-02-27T16:17:28.391757, status=ACTIVE, productImageUrl=https://img.stockflow.in/prod/cable-organizer.jpg)
2026-05-07 15:32:11.633 INFO  [http-nio-4000-exec-1] c.e.productservice.service.ProductQuery - ProductDetailsDto(id=660e8400-e29b-41d4-a716-446655440016, productName=LED Strip RGB 5m, categoryName=Lighting, categoryId=550e8400-e29b-41d4-a716-446655440004, price=1299.00, comparePrice=null, availableStock=72, createdAt=2026-03-11T16:17:28.391757, status=ACTIVE, productImageUrl=https://img.stockflow.in/prod/led-strip.jpg)
2026-05-07 15:32:11.633 INFO  [http-nio-4000-exec-1] c.e.productservice.service.ProductQuery - ProductDetailsDto(id=660e8400-e29b-41d4-a716-446655440017, productName=Monitor Light Bar, categoryName=Lighting, categoryId=550e8400-e29b-41d4-a716-446655440004, price=2499.00, comparePrice=null, availableStock=35, createdAt=2026-03-25T16:17:28.391757, status=ACTIVE, productImageUrl=https://img.stockflow.in/prod/monitor-light.jpg)
2026-05-07 15:32:11.633 INFO  [http-nio-4000-exec-1] c.e.productservice.service.ProductQuery - ProductDetailsDto(id=660e8400-e29b-41d4-a716-446655440018, productName=USB-A to USB-C Cable, categoryName=Cables, categoryId=550e8400-e29b-41d4-a716-446655440005, price=199.00, comparePrice=null, availableStock=295, createdAt=2026-02-17T16:17:28.391757, status=ACTIVE, productImageUrl=https://img.stockflow.in/prod/usb-c-cable.jpg)
2026-05-07 15:32:11.633 INFO  [http-nio-4000-exec-1] c.e.productservice.service.ProductQuery - ProductDetailsDto(id=660e8400-e29b-41d4-a716-446655440019, productName=HDMI 2.1 Cable 2m, categoryName=Cables, categoryId=550e8400-e29b-41d4-a716-446655440005, price=599.00, comparePrice=null, availableStock=205, createdAt=2026-03-07T16:17:28.391757, status=ACTIVE, productImageUrl=https://img.stockflow.in/prod/hdmi-cable.jpg)
2026-05-07 15:32:11.633 INFO  [http-nio-4000-exec-1] c.e.productservice.service.ProductQuery - ProductDetailsDto(id=660e8400-e29b-41d4-a716-446655440003, productName=Bluetooth Speaker Mini, categoryName=Audio, categoryId=550e8400-e29b-41d4-a716-446655440002, price=1299.00, comparePrice=null, availableStock=56, createdAt=2026-03-19T16:17:28.391757, status=ACTIVE, productImageUrl=https://img.stockflow.in/prod/speaker-mini.jpg)
2026-05-07 15:32:11.633 INFO  [http-nio-4000-exec-1] c.e.productservice.service.ProductQuery - ProductDetailsDto(id=660e8400-e29b-41d4-a716-446655440004, productName=Studio Monitor Speakers, categoryName=Audio, categoryId=550e8400-e29b-41d4-a716-446655440002, price=12500.00, comparePrice=null, availableStock=12, createdAt=2026-03-09T16:17:28.391757, status=ACTIVE, productImageUrl=https://img.stockflow.in/prod/studio-monitors.jpg)
2026-05-07 15:32:11.633 INFO  [http-nio-4000-exec-1] c.e.productservice.service.ProductQuery - ProductDetailsDto(id=660e8400-e29b-41d4-a716-446655440005, productName=Wired Gaming Headset, categoryName=Audio, categoryId=550e8400-e29b-41d4-a716-446655440002, price=2199.00, comparePrice=2999.00, availableStock=0, createdAt=2026-03-24T16:17:28.391757, status=OUT_OF_STOCK, productImageUrl=https://img.stockflow.in/prod/gaming-headset.jpg)
2026-05-07 15:32:11.633 INFO  [http-nio-4000-exec-1] c.e.productservice.service.ProductQuery - ProductDetailsDto(id=660e8400-e29b-41d4-a716-446655440007, productName=Webcam 4K Pro, categoryName=Peripherals, categoryId=550e8400-e29b-41d4-a716-446655440006, price=7000.00, comparePrice=null, availableStock=88, createdAt=2026-03-27T16:17:28.391757, status=ACTIVE, productImageUrl=https://img.stockflow.in/prod/webcam-4k.jpg)
2026-05-07 15:32:11.633 INFO  [http-nio-4000-exec-1] c.e.productservice.service.ProductQuery - ProductDetailsDto(id=660e8400-e29b-41d4-a716-446655440008, productName=Wireless Gaming Mouse, categoryName=Peripherals, categoryId=550e8400-e29b-41d4-a716-446655440006, price=4299.00, comparePrice=null, availableStock=40, createdAt=2026-03-21T16:17:28.391757, status=ACTIVE, productImageUrl=https://img.stockflow.in/prod/gaming-mouse.jpg)
